No,Product Name,Price,Currency,SKU,Brand,Description,URL,Image
208,"بذور سبانخ 5 جرام",5.00,SAR,"Z.68552.17277851083083532","","تتميز السبانخ بقيمتها الغذائية العالية فهي تحتوي على كميات كبيرة من العناصر الغذائية والفيتامينات","https://tajagri.sa/products/بذور-سبانخ-5-جرام","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/85de835b-3293-4afd-b9b7-352c6a4a2041-thumbnail-1000x1000-70.webp"
209,"شتلات فراولة صنف فيستفال (10 حبات مركن قطر 9 سم )",50.00,SAR,"Z.68552.17275978594229276","","إن كنت من عشاق تناول الفراولة فاحصل الآن على شتلات فراولة مميزة من متجر تاج الزراعية أفضل متجر متخصص في بيع جميع أنواع بذور النباتات على الإطلاق","https://tajagri.sa/products/شتلات-فراولة-صنف-فيستفال-10-حبات","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/bb4a4370-5eab-4ffa-87f6-f29c779829f8-thumbnail-1000x1000-70.jpg"
210,"بيست سيلر (ألفا سايبرمثرين 10%) 5 لتر",180.00,SAR,"6285402339697","","تتعدد استخدامات مبيد ألفا سايبرمثرين 10 لكنه رائع للزراعة، حيث يقوم بمكافحة الحشرات الماضغة والماصة في المحاصيل الزراعية المختلفة","https://tajagri.sa/products/بيست-سيلر-ألفا-سايبرمثرين-10-5-ليتر","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/d18c86c5-1456-466f-9f0d-ec500054224d-thumbnail-1000x1000-70.jpg"
211,"داب معادن",189.75,SAR,"6285402336658","","إن كنت ممن يبحثون عن سماد داب معادن فتأكد من أنه متوفر لدينا في تاج الزراعية بسعر خيالي ليس له منافس على الإطلاق","https://tajagri.sa/products/داب-معادن-50-ك","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/9b5dba33-6745-4e02-a3f9-bf62a2b45410-thumbnail-1000x1000-70.webp"
212,"كريلا هجين هندي تاج 50 جرام",57.50,SAR,"6285402337860","","إليكم أفضل بذور خضار كريلا على الإطلاق، فنحن نوفرها لحضراتكم في تاج الزراعية بسعر يفوق التوقعات، كما أنها أفضل خيار للزراعة في الحقول الزراعية والحدائق المنزلية","https://tajagri.sa/products/كريلا-هجين-هندي-تاج-50-جرام","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/1bd69b5a-dd0a-4db7-8e7b-ed3fbd484c8c-thumbnail-1000x1000-70.jpg"
213,"باذنجان طويل ابيض هجين F1 هندي 50جم",28.75,SAR,"6285402349375","","هل ترغب في تحسين إنتاج زرعك؟ بذور باذنجان هجين هي الخيار الأفضل لك من خلال متجرنا تاج الزراعية، حيث تم تطوير هذه البذور باستخدام تقنيات متقدمة لضمان إنتاجية عالية ونمو صحي","https://tajagri.sa/products/باذنجان-طويل-ابيض-هجين-f1-هندي-50جم","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/ab125152-8fbf-4d88-957e-32c1a69e9977-thumbnail-1000x1000-70.jpg"
214,"طماطم هجين F1 هندي 50 جم (15000) بذره",92.00,SAR,"6285402349467","","إذا كنت تريد تحسين جودة محصولك الزراعي فينبغي عليك استخدام بذور طماطم هجين وذلك لأنها تتكيف مع مختلف الظروف المناخية، مما يضمن لك محصولًا وفيرًا على مدار السنة","https://tajagri.sa/products/طماطم-هجين-f1-هندي-50-جم-15000-بذره","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/3f297f44-9aa5-44f9-8246-5a1f4eff21cf-thumbnail-1000x1000-70.jpg"
215,"سبانخ هجين سوبر 7 دان 500 جرام",75.00,SAR,"628540234612","","يعد بذر سبانخ الخيار المثالي لكل مزارع يسعى إلى الحصول على محصول وفير وصحي، ويقدم أيضا إنتاجية استثنائية لك حيث تتكيف مع مختلف الظروف المناخية، مما يجعله مثالية للزراعة على مدار العام","https://tajagri.sa/products/سبانخ-هجين-سوبر-7-دان-500-جرام","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/be475403-db5e-4f42-8b4f-c86e0da11e7e-thumbnail-1000x1000-70.jpg"
216,"شتلات فراولة فستفال 50 شتله",172.50,SAR,"Z.68552.17265691435647514","","تعتبر شتلات فراوله فستفال فرصة ذهبية لزراعة محصول فاخر ومثمر، ويعد هذا الصنف الشتوي مثاليًا للإنتاج في المواسم الباردة، حيث يتميز بجودة عالية ونمو سريع","https://tajagri.sa/products/شتلات-فراولة-فستفال-54-شتله","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/504ec888-3d37-4daf-b2a0-23fa0ab93c24-thumbnail-1000x1000-70.jpg"
217," قرع اخضر هجين هندي تاج 50 جرام",46.00,SAR,"6285402337808","","تتوفر بذور قرع اخضر بمتجرنا تاج الزراعية والذي يعد من أفضل المتاجر التي تقدم مستلزمات الزراعة بأكملها وبأسعار مميزة، حيث لدينا أكثر من 8 فروع في المملكة العربية السعودية مما يجعلنا الاختيار الأمثل دوم","https://tajagri.sa/products/قرع-اخضر-هجين-هندي-تاج-50-جرام","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/44456d8b-06e9-4eba-b399-f9d0fa05eb9d-thumbnail-1000x1000-70.jpg"
218,"ذرة سكرية F1 هندي 1 كجم",160.00,SAR,"6285402349405","","تتوفر بذور ذرة سكري في متجرنا تاج الزراعية وهو أفضل متجر في المملكة العربية السعودية متخصص في بيع جميع احتياجات الزراعة بجودة عالية وأسعار مناسبة للجميع مما يجعله الأفضل دومًا بلا منازع","https://tajagri.sa/products/ذرة-سكرية-f1-هندي-1-كجم-1","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/28dcbf5b-3722-4b9e-87a7-36cbdc243f87-thumbnail-1000x1000-70.jpg"
219,"ذرة سكرية F1 هندي 50 جم",17.00,SAR,"6285402349412","","إليكم أفضل أنواع البذور في تاج الزراعية وهي بذور ذره هندي التي تمتلك خصائص فريدة تميزها عن باقي الأنواع، نوفرها لكم بسعر رائع يفوق توقعاتكم","https://tajagri.sa/products/ذرة-سكرية-f1-هندي-1-كجم","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/a421a27a-8727-4f60-a499-89fabdc28485-thumbnail-1000x1000-70.webp"
220,"سايبرسل مبيد البعوض والصراصير 250 مللي",11.50,SAR,"6285402345681","","احصل الآن على مبيد البعوض والصراصير الأفضل والأقوى على الإطلاق من تاج الزراعية، وهو عبارة عن سائل يتم تخفيفه بنسب معينة، ويساعدك في التخلص الفوري والقضاء على الذباب والبعوض والآفات الزراعية. مواصفات م","https://tajagri.sa/products/سايبرسل-مبيد-البعوض-والصراصير-250-مللي","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/04e6f75e-3395-4071-a57f-524fe17ccb75-thumbnail-1000x1000-70.webp"
221,"جايد مبيد حشري كيلو استامبريد 20% اس بي ",92.00,SAR,"6285402346725","","تصاب أوراق النباتات بالعديد من الحشرات التي تؤثر على حجم الإنتاج وجودته، ولكن مع جايد مبيد حشري جهازي المقدم من تاج الزراعية يمكنك القضاء على كافة الحشرات داخل الورقة أو بالملامسة. مواصفات جايد مبيد ح","https://tajagri.sa/products/جايد-مبيد-حشري-كيلو-استامبريد-20-اس-بي","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/400a2182-69a9-4fee-94b9-2ee961ce45e7-thumbnail-1000x1000-70.jpg"
222,"جايد مبيد حشري جهازي 500 جرام",51.75,SAR,"6285402346718","","تصاب أوراق النباتات بالعديد من الحشرات التي تؤثر على حجم الإنتاج وجودته، ولكن مع جايد مبيد حشري جهازي المقدم من تاج الزراعية يمكنك القضاء على كافة الحشرات داخل الورقة أو بالملامسة. مواصفات جايد مبيد ح","https://tajagri.sa/products/جايد-مبيد-حشري-جهازي-500-جرام","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/d249b55d-5f08-47c1-b584-593736691d66-thumbnail-1000x1000-70.jpg"
223,"ادفانتج 15% أس سي 500 مللي",130.00,SAR,"3000070","","الخصائص : مبيد حشري يعمل عن طريق الملامسة و الجهاز الهضمي لمكافحة حشرات حرشفية الأجنحة المادة الفعالة : اندوكساكارب 15% مميزات : يتناسب مع برنامج المكافحة المتكاملة IPM نظرا لسلامته على الحشرات النافع","https://tajagri.sa/products/ادفانتج-15-أس-سي","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/a98724d8-e216-4de7-b122-58574bb180fd-thumbnail-1000x1000-70.webp"
224,"مجموعة محسنات التربة والنبات 2",247.00,SAR,"T.6.2024","","كج التوفير من تاج الزراعية هي عبارة عن مجموعة محسنات التربة والنبات 2 التي تمنحك منتجات متنوعة من محسنات التربة، ومقوي للنبات وتحفيز عملية النمو","https://tajagri.sa/products/مجموعة-محسنات-التربة-والنبات-2","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/3c643771-db27-461f-b495-b928bfb5691d-thumbnail-1000x1000.png"
225,"مجموعة محسنات التربة والنبات",280.00,SAR,"T.5.2024","","مجموعة محسنات التربة والنبات هي عبارة عن بكج متكامل بسعر مميز من تاج الزراعية، تستطيع العناية بالتربة والنبات من خلال أفضل 6 منتجات والتي تتنوع ما بين مقويات التربة والجذور ومنتجات حماية أوراق النبات ","https://tajagri.sa/products/مجموعة-محسنات-التربة-والنبات","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/2c2506cc-32b5-4bd9-b5bf-50834f54c138-thumbnail-1000x1000.png"
226,"جروجرين جل 16 عبوة",64.40,SAR,"6285402347975","","تركيبة جل تامة الذوبان في الماء تحتوي على عناصر صغري مخلبة بواسطة الجليسين, يساعد الجليسين على امتصاص العناصر الصغرى بصورة افضل واسرع","https://tajagri.sa/products/جروجرين-جل-16-عبوة","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/0950f2a9-e5ee-44af-9685-7dc4b4b531fb-thumbnail-1000x1000-70.jpg"
227,"من اكياس تشتيل 12×24",200.00,SAR,"Z.68552.17191402630459805","","أكياس التشتيل بحجم 25 كيلوغرام هي أكياس خاصة تُستخدم في عملية التشتيل للنباتات. تُستخدم هذه الأكياس لزراعة النباتات الصغيرة | أكياس وخيوط، شركة تاج الزراعية","https://tajagri.sa/products/اكياس-تشتيل-2010","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/e4437951-d28b-4bc8-87f4-73752a16580a-thumbnail-1000x1000-70.jpg"
228," سويل ايكو 1لتر",25.00,SAR,"6285402348262","","soileco من متجر تاج الزراعية منتج مميز يعزز خصوبة التربة ويحسن امتصاص العناصر الغذائية، مما يمنح نباتاتك قوة ونموًا أفضل طوال فترة الزراعة - اشتريه الأن.","https://tajagri.sa/products/سويل-ايكو-1-لتر","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/edf87def-4416-4964-9481-6ca2356a3a8a-thumbnail-1000x1000-70.jpg"
229,"كالسيوم بورون تراكر 1 لتر",51.75,SAR,"6285402348279","","سماد كالسيوم بورون من متجر تاج الزراعية يعزز صلابة الثمار ويقوي الجذور . تركيبة فعّالة لدعم نمو متوازن وزيادة إنتاجية المحاصيل - اشتريه الأن.","https://tajagri.sa/products/كالسيوم-بورون-تراكر-1-لتر","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/083429f9-49c0-4bfb-8eeb-3b4198be3151-thumbnail-1000x1000-70.jpg"
230,"سيلا جرون تيرا  5لتر",120.00,SAR,"6285402348286","","silargon terra منتج مخصص لدعم نمو النبات وتحسين امتصاص العناصر الغذائية، يساعد على تقوية الجذور وزيادة الإنتاجية في المحاصيل المختلفة من متجر تاج الزراعية.","https://tajagri.sa/products/سيلا-جرون-تيرا-5لتر-5","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/7d7cddc2-ab06-4ca3-8b10-4c52fc73e235-thumbnail-1000x1000-70.jpg"
231,"سيلا جرون تيرا  1لتر",45.00,SAR,"6285402349290","","سيلا جرون تيرا يُستخدم لتحفيز نمو النباتات وتحسين صحة التربة، ويُساهم في زيادة كفاءة التسميد وتحقيق نمو متوازن للمحاصيل من متجر تاج الزراعية.","https://tajagri.sa/products/سيلا-جرون-تيرا-1لتر","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/9d2a2384-1bac-40da-b5dd-f1eb7ed2d5f9-thumbnail-1000x1000-70.jpg"
232,"شبك ظل عرض 1.5متر  الطول 50 متر تظليل 50%",175.00,SAR,"Z.68552.17169291154586842","","شبك ظل عرض 1.5 تظليل 50%, خامات ممتازة وبجودة عالية تمتلك المقاومة العالية لحرارة الشمس، ويمنع دخول الأشعة الفوق البنفسجية إلى النباتات، مقاوم للتمزق أو القرض من قبل الحيوانات القارضة","https://tajagri.sa/products/شبك-ظل-عرض-15-تظليل-50","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/67ac884e-23d8-4620-9458-3913047bd612-thumbnail-1000x1000-70.jpg"
233,"مبيد حشري فينتوكس 500 اي سي 1 لتر",95.00,SAR,"Z.68552.17164700223363125","","فينتوكس مبيد حشري فسفوري على هيئة سائل مركز قابل للاستحلاب, يعمل بالملامسة وعن طريق المعدة يستخدم لمكافحة الذباب في اماكن تواجده وتكاثره.المادة الفعالة به فينتروثيون 50% وبحجم 1 لتر","https://tajagri.sa/products/مبيد-حشري-فينتوكس-500-اي-سي-1-لتر","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/fbbf4a26-0dc8-474d-8ca0-f51ff655226b-thumbnail-1000x1000-70.webp"
234,"سايبرسل مبيد البعوض والصراصير 1 لتر",35.00,SAR,"6285402345674","","احصل الآن على مبيد البعوض والصراصير الأفضل والأقوى على الإطلاق من تاج الزراعية، وهو عبارة عن سائل يتم تخفيفه بنسب معينة، ويساعدك في التخلص الفوري والقضاء على الذباب والبعوض والآفات الزراعية","https://tajagri.sa/products/سايبرسل-مبيد-البعوض-والصراصير-1-لتر","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/99448c12-8c92-42d7-91bd-73e1e874800a-thumbnail-1000x1000-70.webp"
235,"كبريتات امونيوم كريستال تاج 25كجم",63.25,SAR,"6285402346640","","كبريتات امونيوم مصدر فعال للنيتروجين والكبريت، تُستخدم لتحسين نمو النبات وتعزيز الاخضرار، وتناسب العديد من المحاصيل الزراعية من متجر تاج الزراعية.","https://tajagri.sa/products/كبريتات-امونيوم-كريستال-تاج-25كجم","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/567a31cb-cf30-451b-b85b-51b52ae9402d-thumbnail-1000x1000-70.jpg"
236,"كوسا يارا F1 هجين  1000 بذره",143.75,SAR,"6285402338560","","كوسة يارا بذور مختارة تساعد على إنتاج ثمار قوية ومتجانسة، مناسبة للزراعة المكشوفة والبيوت المحمية، وتوفر محصولًا عالي الجودة من متجر تاج الزراعية.","https://tajagri.sa/products/كوسا-يارا-f1-هجين-1000-بذره","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/3499662c-6b75-4da3-a46e-3526fa109e16-thumbnail-1000x1000-70.jpg"
237," حبحب سوبر ستار F1 كريمسون 1000 بذرة",195.50,SAR,"6285402348200","","بذور حبحب كرمسون هجين سوبر ستار  كرمسون بيضاويباكت 1000 بذرةصنف كرمسون يمتاز بثمار جميلة الشكل بيضاوي مطاول اوزان تصل الى 18 كيلو المذاق مقرمش سكر عالي احمر","https://tajagri.sa/products/حبحب-سوبر-ستار-f1-كريمسون-1000-بذرة","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/37315c0d-a1d7-4aa4-96f1-fbb9abc202db-thumbnail-1000x1000-70.jpg"
238," خيار نيزك F1 صيفي 500 بذرة",287.50,SAR,"6285402348194","","بذور خيار f1 هجين عالي الإنتاجية، يتميز بسرعة النمو وجودة الثمار ومقاومة الظروف المختلفة، خيار مثالي للمزارعين من متجر تاج الزراعية.","https://tajagri.sa/products/خيار-نيزك-f1-صيفي-500-بذرة","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/47e593d1-ff30-4adb-8eeb-066c43bba292-thumbnail-1000x1000-70.jpg"
239,"طماطم جولينا هجين 5000 بذرة",632.50,SAR,"6285402348217","","بذرة الطماطم جولينا هجين عالية الإنتاج، تمنحك ثمار قوية ومتجانسة ومقاومة للأمراض، مناسبة للزراعة التجارية وتحقيق محصول وفير مع تاج الزراعية.","https://tajagri.sa/products/طماطم-جولينا-مكشوف-5000-بذرة","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/7db50169-3528-4d3d-8fe4-0143864bc229-thumbnail-1000x1000-70.jpg"
240,"مجموعة بذور الورقيات الكاملة",200.00,SAR,"T.4.2024","","مجموعة واسعة من بذور الورقيات تتضمن مجموعة واسعة من انواع الخضار كالبقدونس والكزبرة والكرات والرجلة والسبانخ والشبت والجرجير والملوخية والسلق بسعر لا ينافس من شركة تاج الزراعية","https://tajagri.sa/products/مجموعة-بذور-الورقيات-الكاملة","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/fde6ade2-3e68-4f9f-8d34-2fdf9ed8d61f-thumbnail-1000x1000.png"
241,"معلق 34-52-0",184.00,SAR,"1100062","","سماد معلق 34-52-0 يحتوي على نسبه عاليه من الفسفور والبوتاسيوم من تاج الزراعية يعطى لمد النبات بالكمية الازمه من عنصري الفسفور والبوتاسيوم","https://tajagri.sa/products/معلق-34-52-0","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/6913d781-6c07-40c8-9890-5d8ae65e97d7-thumbnail-1000x1000-70.jpeg"
242,"شبك ظل 70% طول عرض 4 متر طول 50 متر",520.00,SAR,"4200180","","شبك ظل بيج عزل 70 عالي الجودة من تاج الزراعة، مثالي لتوفير الظل والعزل الحراري في الحدائق والمزارع اشترِ الآن | مستلزمات زراعية، شركة تاج الزراعية","https://tajagri.sa/products/شبك-ظل-بيج-عزل-70","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/d805d4c8-3088-4566-8164-c22f2cf65400-thumbnail-1000x1000-70.jpeg"
243,"طحالب بحرية ",34.96,SAR,"1100017","","طحالب بحرية من تاج الزراعية تستخلص من الاعشاب البحرية التى تحتوي على العناصر العديدةالازمة لمد النبات بالطاقة.","https://tajagri.sa/products/طحالب-بحرية","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/696eaae7-b71b-4fef-9290-bd9fccee44bb-thumbnail-1000x1000-70.jpeg"
244,"حديد ورقي 13%",28.75,SAR,"1100021","","يستخدم شيلات الحديد المخلبي عن طريق الرش الورقي لامداد النبات بعنصر الحديد، للمحافظة على نسبة العنصر بالنبات وزيادة اخضراره,منتج عالي الجودة يأتي بعبوة 1 كيلو جرام","https://tajagri.sa/products/حديد-ورقي-13","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/ed3138dc-35df-4ae7-b41e-5aeac0a133a1-thumbnail-1000x1000-70.jpeg"
245,"سبيشيال زنك 7.5 %  عبوة 1 لتر",34.50,SAR,"1100022","","سماد سايل سبيشيال زنك من تاج الزراعية 7.5% مخلب يستخدم لزيادة النمو وطلوع البراعم الجديده وزيادة اخضرار النبات وزيادة الازهار والاثمار","https://tajagri.sa/products/سبيشيال-زنك-75-عبوة-1-لتر","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/a2344a4a-275a-4826-a60f-5372554862f0-thumbnail-1000x1000-70.jpeg"
246,"احماض امينية حرة 25% + 7 % نيتروجين عبوة 5 لتر",138.00,SAR,"1100004","","احصل على الأحماض الأمينية الحرة 25-7 نيتروجين عبوة 5 لتر لتحسين نمو وجودة محاصيلك، استفد من خصائصها الفعالة في الزراعة الحديثة | الأسمدة السائلة، شركة تاج الزراعية","https://tajagri.sa/products/احماض-امينية-حرة-25-7-نيتروجين-عبوة-5-لتر","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/ea1f9851-0756-461b-9211-6db1947f5ca5-thumbnail-1000x1000-70.jpeg"
247,"مرشة صيني 10لتر",51.75,SAR,"4100029","","مرشة مبيدات زراعية صيني سعة 10 لتر لري منتجاتك بكفاءة وسهولة، احصل على الحل المثالي للري والاستخدام المريح اطلبها الآن","https://tajagri.sa/products/مرشة-صيني-10لتر","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/6f57f356-c527-4d4b-8b08-c5b02d8c3ccb-thumbnail-1000x1000.png"
248,"مرشة صيني 20 لتر",74.75,SAR,"4100030","","أداة زراعية ممتازة تُستخدم لرش المحاصيل الزراعية والنباتات بالمبيدات الحشرية والأسمدة والمستحضرات الزراعية الأخرى | مرشات زراعية، شركة تاج الزراعية","https://tajagri.sa/products/مرشة-صيني-20-لتر-1","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/6c42f946-46c0-4f95-a3bf-d13877f09f75-thumbnail-1000x1000.png"
249,"سماد فيتامين إكسترا",50.00,SAR,"Z.68552.16604650079522088","","سماد فيتامين إكسترا احصل على الجودة والفعالية مع مسماد زراعي سائل عضوي يحتوي علي أحماض أمينية حرة وعناصر غذائية | الأسمدة العضوية، شركة تاج الزراعية","https://tajagri.sa/products/سماد-فيتامين-إكسترا","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/4743d1b6-60db-4c16-8c7e-1c300e5922b1-thumbnail-1000x1000-70.jpg"
250,"احماض امنية 80%",149.50,SAR,"1100076","","ارتقِ بمحصولك مع احماض امنية للتربة - تحفيز فعّال لنمو النباتات تعزز التغذية النباتية وتعزز النمو الصحي وجعل أراضيك تزهر بالإنتاج!","https://tajagri.sa/products/احماض-امنية-80","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/e92ba42a-b9ab-4e38-a987-94de1ed6a41d-thumbnail-1000x1000.png"
251,"اكياس نخيل مقاس 90×110 اخضر",0.95,SAR,"4100005","","لحماية التمور من الغبار والحشرات ومنع تساقط التمر على الارض، احصل على اكياس النخيل الآن من تاج الزراعية بمقاس 90×110 سم | أكياس وخيوط، شركة تاج الزراعية","https://tajagri.sa/products/اكياس-نخيل-مقاس-90110-اخضر","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/60e63ca0-ace5-4fe1-8c73-bf73da218f63-thumbnail-1000x1000.png"
252,"يوريا ناعم",145.00,SAR,"1200100056","","احصل على سماد يوريا ذات حبيبات ناعمة ومتناهية الصغر للاستخدام في التسميد الزراعي، تذوب في الماء بسرعة وسهلة الاستخدام | مستلزمات زراعية، شركة تاج الزراعية","https://tajagri.sa/products/يوريا-ناعم-1","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/1c3948fa-0a9f-41f0-be84-bd50b535b6ea-thumbnail-1000x1000-70.jpg"
253,"مورتال بلس 24% اي سي",98.90,SAR,"3100010","","مبيد عشبي مورتال بلس 24% اي سي المنتج المتطور والفعال لتحقيق مزارع مذهلة وإنتاجية عالية، استفد من تركيبه الفريدة | مبيد عشبي، شركة تاج الزراعية","https://tajagri.sa/products/مورتال-بلس-24-اي-سي","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/bf9669ae-bf0b-4eb8-94f4-9e513d318a32-thumbnail-1000x1000.png"
254,"جروليف 0-40-40+ TE",40.00,SAR,"1100071","","سماد جروليف 0-40-40+ TE من تاج الزراعية، سماد ذواب عالي الفوسفور مع البوتاسيوم، يفيد في مرحلة الإزهار لتحسين الإزهار وكثرتها | أسمدة زراعية، شركة تاج الزراعية","https://tajagri.sa/products/جروليف-0-40-40-te","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/3c4e5146-4c00-44d1-932a-830e96c91a64-thumbnail-1000x1000-70.jpg"
255,"جروليف 10-40-10+ TE كيلو ",37.00,SAR,"1100070","","سماد جروليف 10-40-10+ TE من تاج الزراعية، سماد ذواب عالي الفوسفور يعمل على تحسين المجموع الجذري وتحسين كمية الازهار | أسمدة زراعية","https://tajagri.sa/products/جروليف-10-40-10-te","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/1a5f9005-2a07-42b2-a83b-054868096a25-thumbnail-1000x1000-70.jpg"
256,"جروليف 20-20-20 +TE كيلو",35.00,SAR,"1100069","","يتميز سماد بلجيكي من تاج الزراعية بجودته الفائقة وتقنيته المتقدمة، مما يجعله الخيار الأمثل للمزارعين في جميع أنحاء العالم فنحن نقدم سمادًا عضويًا متوازنًا يضمن تحقيق أفضل النتائج لمحاصيلك","https://tajagri.sa/products/جروليف-20-20-20-te","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/525073fd-45db-48eb-9784-5cbf99b7b522-thumbnail-1000x1000-70.jpg"
257,"المحبب الأحمر 5-18-18 وزن 5 ك",34.50,SAR,"1100072","","اكتشف قوة المحبب الأحمر 5-18-18-1 في تعزيز نمو وإزهار محاصيلك، استخدمه لتحقيق نتائج استثنائية وجذب الأنظار في الزراعة | الأسمدة المحببة، شركة تاج الزراعية","https://tajagri.sa/products/المحبب-الأحمر-5-18-18-1","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/2785d426-b44a-45dc-8cd2-22cd92daf113-thumbnail-1000x1000-70.jpg"
258,"كاس مقاس ٢ انش",0.40,SAR,"4200201","","كؤوس ٢ انش من تاج الزراعية، بديل الاحواض لوضع الوسط الزراعي بديل التربة مثل البرلايت او الصوف الصخري او الحجر البركاني | مستلزمات الحدائق، شركة تاج الزراعية","https://tajagri.sa/products/كاس-مقاس-٢-انش","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/5be23b65-7670-4f63-b946-c139ace3d260-thumbnail-1000x1000.png"
259,"ماكس فيرت 20-20-20 TE وزن 25 كيلو",215.00,SAR,"1100037","","شركة مختصة في بيع منتجات ومستلزمات الزراعة من بذور، مبيدات واسمدة ، أدوات وعدد واكياس التغليف الزراعية، لدينا أكثر من 8 فروع في السعودية لتلبية حاجات المزارعين | تاج الزراعية","https://tajagri.sa/products/ماكس-فيرت-20-20-20-te","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/36d801a0-d056-4559-9fa9-06b4f0fbd27c-thumbnail-1000x1000-70.jpg"
260,"برسيم امريكي باسيفيك 25 كجم",2760.00,SAR,"Z.68552.16464985253725662","","إذا كنت مهتماً بتحسين جودة محصولك وزيادة إنتاج زروعك فإن بذور برسيم امريكي هي الخيار الأمثل لك من خلال متجرنا تاج الزراعية، حيث تم تطوير هذه البذور بتقنيات حديثة","https://tajagri.sa/products/بذور-برسيم-امريكي-باسيفيك-25-كجم","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/68689a1a-4de4-4eab-a1ee-476e12d7d484-thumbnail-1000x1000-70.jpg"
